fecha,orden,grupo,centro_de_costo,capitulo,descripcion,unidad_funcional,proyecto,elemento,abs_inicial,abs_final,liberacion,acta,unidad_medida,largo,espesor,fc,cantidad,observacion,id_registro
2026-09-14,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1276.65,1,1.3,982.0384615384615,[Clima: Soleado],xls-4413
2026-09-14,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,185.95,1,1.3,143.03846153846152,,xls-4414
2026-09-14,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,484.39,1,1.3,372.6076923076923,,xls-4415
2026-09-14,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,606.31,1,1.3,466.3923076923076,,xls-4416
2026-08-22,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ODT1-047,20108,20108,CAMPO,23,m3,2,1,1,2,,xls-4417
2026-09-03,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ODT1-071,25699,25699,CAMPO,23,m3,2,1,1,2,,xls-4418
2026-09-08,65,DRENAJES Y ESTRUCTURAS,3701.07.07,DRENAJE LONGITUDINAL,Concreto clase 14 MPA (Cunetas de terraza y coronación) ,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,4,1,1,4,,xls-4419
2026-09-09,65,DRENAJES Y ESTRUCTURAS,3701.07.07,DRENAJE LONGITUDINAL,Concreto clase 14 MPA (Cunetas de terraza y coronación) ,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,4,1,1,4,,xls-4420
2026-09-15,108,DRENAJES Y ESTRUCTURAS,3702.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,2,1,1,2,,xls-4421
2026-09-15,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-031,36536,36536,CAMPO,23,kg,651,1,1,651,,xls-4422
2026-09-15,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,4.7,1,1,4.7,,xls-4423
2026-09-15,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ODT1-044B,30,30,CAMPO,23,m3,4.5,1,1,4.5,,xls-4424
2026-09-15,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,6,1,1,6,,xls-4425
2026-09-15,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-042,50,50,CAMPO,23,m3,120,1,1,120,,xls-4426
2026-09-15,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ODT2-042,50,50,CAMPO,23,m3,112,1,1,112,,xls-4427
2026-09-15,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-043A,19362,19362,CAMPO,23,m3,2.5,1,1,2.5,,xls-4428
2026-09-15,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,851.89,1,1.3,655.3,[Clima: Lluvias],xls-4429
2026-09-15,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,420.94,1,1.3,323.8,,xls-4430
2026-09-15,14,TIERRAS,3701.02.08,EXPLANACIONES,Conformación y disposición de sobrantes (incluye obras de adecuación),UF1,3701,RCD 15+800,15800,15800,CAMPO,23,m3,100.01,1,1.3,76.93076923076923,,xls-4431
2026-09-15,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común NO APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,100.01,1,1.3,76.93076923076923,,xls-4432
2026-09-15,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,100,1,1,100,,xls-4433
2026-09-15,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,430.95,1,1.3,331.5,,xls-4434
2026-09-15,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,1065.98,1,1.3,819.9846153846154,,xls-4435
2026-09-15,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1065.98,1,1.3,819.9846153846154,,xls-4436
2026-09-15,113,DRENAJES Y ESTRUCTURAS,3702.06.12,DRENAJE TRANSVERSAL,Geodrén vial h=1 m con tubería de 100 mm,UF2,3702,ODT2-044,39394,39394,CAMPO,23,m,37.14,1,1,37.14,,xls-4437
2026-09-15,113,DRENAJES Y ESTRUCTURAS,3702.06.12,DRENAJE TRANSVERSAL,Geodrén vial h=1 m con tubería de 100 mm,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m,44.46,1,1,44.46,,xls-4438
2026-09-15,114,DRENAJES Y ESTRUCTURAS,3702.06.13,DRENAJE TRANSVERSAL,Geodrén planar h=1 m,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m2,88.92,1,1,88.92,,xls-4439
2026-09-15,111,DRENAJES Y ESTRUCTURAS,3702.06.10,DRENAJE TRANSVERSAL,Cinta pvc para juntas,UF2,3702,ODT2-041,38344,38344,CAMPO,23,m,44.46,1,1,44.46,,xls-4440
2025-08-01,106,DRENAJES Y ESTRUCTURAS,3702.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m,67.37,1,1,67.37,,xls-4441
2026-09-01,34,DRENAJES Y ESTRUCTURAS,3701.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF1,3701,ODT1-061,22432,22432,CAMPO,23,m,15,1,1,15,,xls-4442
2026-09-01,34,DRENAJES Y ESTRUCTURAS,3701.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF1,3701,ODT1-080,28753,28753,CAMPO,23,m,13,1,1,13,,xls-4443
2026-09-16,108,DRENAJES Y ESTRUCTURAS,3702.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF2,3702,ODT2-042,50,50,CAMPO,24,m3,8,1,1,8,,xls-4444
2026-09-16,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-042,50,50,CAMPO,24,m3,80,1,1,80,,xls-4445
2026-09-16,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ODT2-042,50,50,CAMPO,24,m3,140,1,1,140,,xls-4446
2026-09-16,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ODT1-044B,30,30,CAMPO,24,m3,5.5,1,1,5.5,,xls-4447
2026-09-16,34,DRENAJES Y ESTRUCTURAS,3701.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF1,3701,ODT1-044B,30,30,CAMPO,24,m,25,1,1,25,,xls-4448
2026-09-16,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-043A,19362,19362,CAMPO,24,kg,100,1,1,100,,xls-4449
2026-09-16,59,DRENAJES Y ESTRUCTURAS,3701.07.01,DRENAJE LONGITUDINAL,Excavaciones varias sin clasicar ODL,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,24,m3,2,1,1,2,,xls-4450
2026-09-01,80,TIERRAS,3702.02.03,EXPLANACIONES,Desmonte y limpieza en zonas no boscosas,UF2,3702,tm2 pk 35+885 - 36+050,35885,36050,CAMPO,23,Ha,1765.5,0.0001,1,0.17655,,xls-4451
2026-09-01,80,TIERRAS,3702.02.03,EXPLANACIONES,Desmonte y limpieza en zonas no boscosas,UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,Ha,3011,0.0001,1,0.30110000000000003,,xls-4452
2026-09-15,80,TIERRAS,3702.02.03,EXPLANACIONES,Desmonte y limpieza en zonas no boscosas,UF2,3702,tm2 pk 37+130 - 37+655,37130,37655,CAMPO,23,Ha,3712,0.0001,1,0.37120000000000003,,xls-4453
2026-09-16,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,24,M2,816,1,1,816,[Clima: Lluvias parciales],xls-4454
2026-09-16,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,24,UND,240,1,1,240,,xls-4455
2026-09-16,153,TIERRAS,3701.05.08,ESTRUCTURAS,Geotextil tejido uniaxial de 1480 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,24,M2,130,1,1,130,,xls-4456
